chr	start	end	strand	pvalue	qvalue	meth.diff
199280	chr6	30791201	30791400	*	1.61113707653887e-05	0.000363786254972935	11.0371819960861
199299	chr6	30823601	30823800	*	7.83579927510612e-06	0.000189870947714175	10.8105922781484
199604	chr7	97801	98000	*	0.000544202203296609	0.00798116051730443	10.3502330179353
199615	chr7	108801	109000	*	7.04980505986413e-08	2.50401213349481e-06	15.3996978882186
199627	chr7	124401	124600	*	8.49384306130446e-05	0.00159706819882398	12.7897453478849
199628	chr7	124601	124800	*	3.25118290007083e-05	0.000680754088128274	17.2115172095079
199919	chr7	411601	411800	*	2.22552407047638e-05	0.000485293475000721	19.31330472103
200110	chr7	703001	703200	*	7.93077760534085e-05	0.00150387940827377	16.6361602603213
200309	chr7	949401	949600	*	0.000124545636894803	0.00223668029942381	14.6635650900319
200336	chr7	983201	983400	*	0.000399690913347162	0.00614062776403757	12.2684017013914
200390	chr7	1068601	1068800	*	0.000221973045448039	0.0036975632274506	13.5841618851561
200394	chr7	1076801	1077000	*	2.99838937658161e-26	4.98897562310254e-24	40.052643123492
200471	chr7	1227401	1227600	*	0.000489297301575786	0.00729576302655918	11.8481134342706
200586	chr7	1410401	1410600	*	0.00056583453310962	0.00824976462713559	14.120959654401
200643	chr7	1450801	1451000	*	7.9578505334545e-05	0.00150821695879147	10.7805809581421
200701	chr7	1513201	1513400	*	1.20445804541963e-07	4.10925201613735e-06	15.8746311183474
200706	chr7	1522601	1522800	*	0.000400168793449125	0.00614709328505885	13.3003766478343
200772	chr7	1607801	1608000	*	3.7813682997081e-06	9.79794406961207e-05	17.4193548387097
200805	chr7	1634001	1634200	*	2.26814974297253e-09	9.99286839517826e-08	12.0636054449378
200823	chr7	1654001	1654200	*	2.78501982136974e-11	1.55586159264462e-09	26.576854518031
200842	chr7	1675001	1675200	*	0.00341743173597562	0.0364207883621933	12.6043121359719
200933	chr7	1754401	1754600	*	2.80266655319893e-07	8.98089172936809e-06	25.348162475822
201056	chr7	1865801	1866000	*	1.07476169089874e-25	1.73644583667046e-23	31.1318579990779
201192	chr7	2022801	2023000	*	0.00111543723094496	0.0146003046587481	15.7143308379924
201194	chr7	2023201	2023400	*	0.000763209894573873	0.0106097493827559	11.002886002886
201257	chr7	2092401	2092600	*	0.000560264600912841	0.00818073083290243	10.2604651162791
201271	chr7	2141201	2141400	*	3.06017671908027e-05	0.000644642843566808	12.5516781942512
201291	chr7	2196401	2196600	*	0.000992143459653973	0.0132493256749039	10.4539975893933
201428	chr7	2334201	2334400	*	0.000157584506562258	0.00275056421394246	11.8807118807119
201458	chr7	2376801	2377000	*	1.58620282065638e-19	1.77749772011683e-17	13.495648678876
201545	chr7	2474601	2474800	*	0.00206767938227515	0.0242919558395133	11.6667868994373
201660	chr7	2593601	2593800	*	9.42489388906384e-06	0.000224456808314304	15.306925219536
201693	chr7	2660801	2661000	*	0.000648057634841893	0.00924229898402356	11.0567148207598
201807	chr7	2809601	2809800	*	7.8305278119267e-06	0.000189757436312313	19.2685671417854
201926	chr7	2914601	2914800	*	1.68693024890065e-05	0.000378730939945239	13.5821941815633
202024	chr7	3066601	3066800	*	0.00255731957311351	0.0288557736313363	11.7540792540793
202081	chr7	3174201	3174400	*	1.91193275141345e-14	1.46091766146475e-12	37.4538284915643
202135	chr7	3230401	3230600	*	1.3374842802735e-18	1.39889730447459e-16	27.122000465947
202333	chr7	3493801	3494000	*	9.68226581830859e-07	2.81392276824085e-05	17.4519099662268
202357	chr7	3515601	3515800	*	8.32955971802726e-10	3.89201824600889e-08	20.6897333575186
202423	chr7	3610201	3610400	*	0.00108664415609604	0.0142928649830554	10.3974390953688
202484	chr7	3687801	3688000	*	2.84294955370729e-06	7.54602113451072e-05	13.8211600189551
202486	chr7	3688601	3688800	*	0.00112928924832555	0.0147517549590823	11.6906792119965
202503	chr7	3719001	3719200	*	1.75089458309369e-06	4.8463336293516e-05	11.666572759372
202514	chr7	3751401	3751600	*	1.16226220138117e-05	0.000271339619245289	13.1811235405587
202534	chr7	3774801	3775000	*	1.2060737577844e-05	0.000280655775834734	14.1825032087111
202550	chr7	3794001	3794200	*	8.88252986273019e-07	2.59801737892397e-05	11.3890543312819
202556	chr7	3799801	3800000	*	0.000302690645349019	0.00483510712854026	13.020979020979
202609	chr7	3856001	3856200	*	1.70980730276926e-08	6.65905965974694e-07	17.6392144605928
202677	chr7	3939401	3939600	*	7.47718223752712e-09	3.069612503262e-07	10.9809035639033
202693	chr7	3957801	3958000	*	1.29667701756729e-11	7.50727899292902e-10	24.2557573488111
202740	chr7	4001201	4001400	*	0.000373969150874683	0.00580364665618284	10.3111927354352
202803	chr7	4083001	4083200	*	0.00390046477578897	0.040437164102558	10.3804515929477
202922	chr7	4204201	4204400	*	1.47797356460931e-06	4.14916935918682e-05	12.3514988258047
202935	chr7	4228801	4229000	*	7.32873956832889e-06	0.000178925342618891	13.3016759776536
202966	chr7	4261201	4261400	*	5.14965162874929e-15	4.12703458559675e-13	24.181370708714
203008	chr7	4316001	4316200	*	4.09991549192419e-09	1.7484151478492e-07	29.5072433118325
203214	chr7	4539601	4539800	*	1.53921317059728e-13	1.08154025763578e-11	27.2708376636874
203269	chr7	4591801	4592000	*	0.00399443999577962	0.041197411016682	12.8252089790551
203296	chr7	4628801	4629000	*	0.0007166143523964	0.0100636950699567	12.011578433424
203343	chr7	4676801	4677000	*	2.76566251082692e-05	0.000588856047692922	17.397137745975
203360	chr7	4702201	4702400	*	0.00286284721790262	0.0315969598362439	10.1449275362319
203458	chr7	4816601	4816800	*	3.3979370645725e-05	0.000708088752009973	13.194320281304
203510	chr7	4903801	4904000	*	0.000300115095254589	0.00480108249512693	14.2854892571357
203522	chr7	4926801	4927000	*	1.17890855361508e-12	7.58473138376197e-11	27.2520196804957
203598	chr7	5044401	5044600	*	1.22866370883423e-07	4.18520956592513e-06	14.4349763100205
203702	chr7	5194601	5194800	*	5.09489176702185e-08	1.85259507134935e-06	30.9573502722323
203991	chr7	5437401	5437600	*	0.00060213705849659	0.00868465889575822	14.8150727867939
203993	chr7	5438201	5438400	*	0.000754986852095128	0.0105135200071917	12.2777409013233
204064	chr7	5534601	5534800	*	0.00124541333718951	0.0159933773839424	10.4839286992627
204065	chr7	5535401	5535600	*	6.16156188403325e-12	3.69914418116393e-10	19.5584707961623
204137	chr7	5640401	5640600	*	8.94240949478062e-07	2.61299475704542e-05	17.8360849056604
204167	chr7	5690601	5690800	*	1.72833854701714e-13	1.21022213957807e-11	25.0443962115233
204202	chr7	5724601	5724800	*	7.73756602578185e-05	0.00147086498115102	10.0621274452187
204228	chr7	5771001	5771200	*	0.00483951309215638	0.0478801655102621	10.3865859338612
204424	chr7	5999401	5999600	*	4.3302519666187e-05	0.000878862243646777	14.0435236281882
204726	chr7	6192601	6192800	*	4.41240045383913e-09	1.87130747692024e-07	15.901534153882
204764	chr7	6210801	6211000	*	0.000257388642259984	0.00420050064227254	12.5772176921176
204874	chr7	6284601	6284800	*	2.59553212202784e-05	0.000556443685632818	10.0813496396593
205065	chr7	6403401	6403600	*	1.78078434125931e-08	6.92214637698472e-07	17.0228988232902
205071	chr7	6411601	6411800	*	0.000696408510708453	0.00982774976095615	13.7839330909465
205287	chr7	6536001	6536200	*	3.19309387353622e-05	0.000669892630025266	11.8164006223708
205363	chr7	6603801	6604000	*	0.000370777415171283	0.00575964355590423	12.7942513827392
205398	chr7	6638601	6638800	*	5.48610164048749e-11	2.9654199098667e-09	19.7823129251701
205469	chr7	6685601	6685800	*	1.95021228939613e-07	6.41915867425665e-06	14.408315565032
205616	chr7	6817401	6817600	*	0.000126466552118504	0.00226576541879792	16.5747965733648
205796	chr7	6966601	6966800	*	1.29525066796313e-07	4.39581493051715e-06	21.9473987962734
205797	chr7	6966801	6967000	*	1.97017119878107e-10	9.97873004010053e-09	22.2491442983246
205868	chr7	7017601	7017800	*	0.000511565795949664	0.00757588303005638	10.6964667549129
205899	chr7	7066601	7066800	*	4.3313824774188e-14	3.19631397856068e-12	29.3381615959132
205916	chr7	7087201	7087400	*	0.00233198002869879	0.0267905390820946	10.0487483530962
205951	chr7	7123201	7123400	*	8.95108453929441e-15	7.02554498518367e-13	21.9828776581055
205970	chr7	7132001	7132200	*	1.64085663952203e-05	0.000369619065805177	10.2069727237803
206087	chr7	7213001	7213200	*	0.00211474742650639	0.0247370578473693	10.0671007702692
206120	chr7	7249601	7249800	*	2.37360500527195e-08	9.059853828046e-07	16.1511086777991
206487	chr7	7523601	7523800	*	0.000298655696092253	0.00478010113237222	13.3959803165945
206509	chr7	7552401	7552600	*	0.00506629371949114	0.0495936948283418	10.0781141901156
206644	chr7	7621601	7621800	*	0.000403219353748592	0.00618911363970753	11.1335753974803
206648	chr7	7624001	7624200	*	0.000943257860784922	0.0126919115486873	14.9924585218703
207158	chr7	7976001	7976200	*	6.95493747254767e-05	0.00133788827900058	11.2244897959184
207177	chr7	7988201	7988400	*	0.000978666431925258	0.0130947727024128	12.420830401126
207194	chr7	8002601	8002800	*	1.81032167379061e-18	1.87825456912046e-16	31.6727499457059
207434	chr7	8136401	8136600	*	3.59454342742961e-06	9.3528396691371e-05	10.1394805551738
207569	chr7	8241801	8242000	*	1.70176353739436e-12	1.07770430991184e-10	22.8992048140984
207586	chr7	8259801	8260000	*	1.15651853797046e-11	6.73561915319803e-10	15.6118369386735
207632	chr7	8298801	8299000	*	1.16858385665913e-25	1.88614503708562e-23	25.8638089926434
207670	chr7	8325201	8325400	*	1.62400965885321e-06	4.52425180863455e-05	11.6801335305944
207691	chr7	8339601	8339800	*	6.90886472071712e-05	0.00133030782281308	11.776663881927
207757	chr7	8371801	8372000	*	1.97597134997379e-07	6.49772336108725e-06	19.5258019525802
207858	chr7	8462201	8462400	*	1.01724439727743e-08	4.094470616308e-07	12.7410820959208
208051	chr7	8586401	8586600	*	1.25954214134173e-05	0.000291891207174575	13.0625164864152
208071	chr7	8598001	8598200	*	2.95007077871156e-22	3.93780720262738e-20	30.2297617886971
208072	chr7	8598201	8598400	*	2.12862876358358e-20	2.52817980290565e-18	29.2950869697894
208094	chr7	8626801	8627000	*	0.000223949844460592	0.00372569300580879	11.4644462067142
208124	chr7	8650801	8651000	*	0.00217417806548081	0.0252976896796166	10.1638150709865
208448	chr7	8923601	8923800	*	3.68898665468068e-06	9.57545686603191e-05	18.1419807186678
208449	chr7	8923801	8924000	*	8.59341917747556e-08	3.00637518809572e-06	20.0958370769691
208475	chr7	8947601	8947800	*	5.42510778249387e-05	0.00107311476232014	12.2967479674797
208682	chr7	9105801	9106000	*	0.000612961757617368	0.00881729129468618	13.0174762442687
209058	chr7	9333801	9334000	*	1.41423815838527e-11	8.16160549448906e-10	22.5677295612563
209245	chr7	9454801	9455000	*	0.00205088140540212	0.0241279248297291	13.0231424349071
210116	chr7	9955801	9956000	*	5.94492323435923e-08	2.13835269988726e-06	13.0663329161452
210119	chr7	9961401	9961600	*	1.03306181907873e-06	2.98891659111128e-05	20.3657865786579
210129	chr7	9966001	9966200	*	5.11566793498795e-11	2.77260530645182e-09	16.6334219858156
210161	chr7	9980001	9980200	*	1.17253457144239e-15	9.86909890454847e-14	27.3842494672403
210231	chr7	10050801	10051000	*	0.000181138671503946	0.00310075423064737	10.0131671240294
210503	chr7	10297201	10297400	*	1.60315658287863e-05	0.000362161360505955	15.7554847841472
210869	chr7	10493601	10493800	*	4.40763628044582e-08	1.61926984804182e-06	20.7472826086957
210978	chr7	10541801	10542000	*	0.00100113027683033	0.0133511384931363	11.2161807197268
210997	chr7	10565201	10565400	*	8.37631125256066e-07	2.46003076223914e-05	11.5780243817354
211163	chr7	10675401	10675600	*	9.4282595179045e-07	2.74577898994461e-05	15.4129646268011
211582	chr7	10939001	10939200	*	2.16898115298775e-14	1.64836902420067e-12	16.2643020594966
211677	chr7	11007401	11007600	*	3.55079856928023e-05	0.000736572298572434	17.2538358409057
212361	chr7	11547601	11547800	*	0.00053290599277004	0.00784360199903607	11.3912604058619
212362	chr7	11548001	11548200	*	3.74532293798433e-07	1.17249566422269e-05	11.3548282038756
212440	chr7	11591201	11591400	*	2.93462823830833e-06	7.77213435715253e-05	18.9958202899565
212441	chr7	11591401	11591600	*	8.11339490541403e-07	2.3893267240551e-05	27.5260170293283
212600	chr7	11706401	11706600	*	0.000451166876483737	0.00681011499063423	10.2137249200349
212743	chr7	11800601	11800800	*	3.34272024078081e-07	1.05565857515814e-05	13.2351255688522
212751	chr7	11810201	11810400	*	8.81032419003264e-07	2.5790611729838e-05	14.4468667896473
212782	chr7	11844401	11844600	*	1.04365258039558e-06	3.01766798776881e-05	18.5513078470825
212900	chr7	11895201	11895400	*	3.48430778250976e-07	1.0968373211155e-05	17.8547378547379
212973	chr7	12039601	12039800	*	0.000143083872056642	0.002525137744997	10.2912917492756
213011	chr7	12059201	12059400	*	3.05455263779595e-05	0.000643625853181404	13.0300328745751
213093	chr7	12111601	12111800	*	2.79718771298808e-07	8.96511248633311e-06	10.0371431345892
213153	chr7	12152401	12152600	*	0.00104185810183798	0.0138009225418133	10.4292284108329
213592	chr7	12381601	12381800	*	1.7079645138882e-09	7.66906641409197e-08	20.8893324462187
213617	chr7	12397001	12397200	*	0.000637031441941452	0.0091099099915206	14.0480626639796
213768	chr7	12487201	12487400	*	1.17173273415791e-06	3.35737712161293e-05	12.4204713970382
213770	chr7	12488201	12488400	*	0.00114938173164148	0.0149694614050875	10.1547878879105
213831	chr7	12534801	12535000	*	0.000102678315891421	0.00188576773111308	10.6801971890078
214118	chr7	12776401	12776600	*	3.76039394331364e-07	1.17687185023635e-05	12.9908590616547
214610	chr7	13134001	13134200	*	6.24069520523764e-11	3.34367315475027e-09	26.624384500107
214782	chr7	13259001	13259200	*	0.00185014110423963	0.0221786573378589	12.9086400915506
214921	chr7	13378201	13378400	*	7.52410480921373e-14	5.43451648809984e-12	31.0947763528308
214954	chr7	13409201	13409400	*	8.52046950581380e-12	5.02849069226766e-10	21.4022662889518
214964	chr7	13430601	13430800	*	0.000200951353673183	0.0033933739177402	12.4595469255663
214989	chr7	13450401	13450600	*	1.39632654743049e-05	0.000320112355234045	10.1165894965169
215184	chr7	13552001	13552200	*	0.00013531761585268	0.00240594087590441	11.7591187610763
216192	chr7	14162601	14162800	*	0.000176178754317278	0.00302706943261472	17.2240802675585
216421	chr7	14276601	14276800	*	0.00126885465673659	0.0162312225519918	11.7280398925969
216491	chr7	14374001	14374200	*	1.95031572519932e-05	0.000431687802988577	19.6022727272727
216651	chr7	14527201	14527400	*	3.14895369531066e-11	1.75010200641968e-09	20.4198760847021
216657	chr7	14535201	14535400	*	2.53100685776382e-13	1.74431148762322e-11	18.3743987434966
216689	chr7	14569201	14569400	*	2.06000147319072e-18	2.12842386507892e-16	23.6824180502341
216739	chr7	14617001	14617200	*	9.48731000608511e-08	3.29839752624122e-06	18.0894608994404
216850	chr7	14686001	14686200	*	6.95334053039299e-05	0.00133767661261467	14.7465778764336
217068	chr7	14812601	14812800	*	0.000745906052117002	0.0104072384631052	10.0967007963595
217083	chr7	14827801	14828000	*	5.06396035361446e-05	0.00100933561771814	12.5761316872428
217420	chr7	15044601	15044800	*	0.00229897599118225	0.0264791260705941	11.5021237743639
217433	chr7	15055601	15055800	*	0.00424805773848958	0.0432420295479564	10.9535374966268
217444	chr7	15071601	15071800	*	0.000504396378358073	0.00748932350628884	10.8488944896323
217481	chr7	15103001	15103200	*	8.03650202968985e-12	4.76024909809426e-10	17.7822078626368
217507	chr7	15139601	15139800	*	0.000112143103390127	0.00203874868492153	11.0811667723526
217530	chr7	15154801	15155000	*	1.42668160529176e-05	0.000326238518672663	14.4544263522366
217599	chr7	15245001	15245200	*	0.00253575944812949	0.0286634578434539	13.6016597510373
217823	chr7	15373601	15373800	*	0.0013875216117869	0.0174897017416701	10.3635367815698
217824	chr7	15379801	15380000	*	2.0004762018527e-21	2.53325393830956e-19	19.9341141071035
218282	chr7	15751401	15751600	*	8.34787632928257e-05	0.00157273254928959	14.7777777777778
218365	chr7	15820601	15820800	*	5.52955564274302e-11	2.98641165722393e-09	25.0680133837831
218418	chr7	15867801	15868000	*	9.18330231848968e-08	3.2013115549758e-06	17.8066037735849
218668	chr7	15990001	15990200	*	2.02612608258069e-06	5.53423584395606e-05	10.4455835962145
218730	chr7	16049001	16049200	*	0.0038631709147941	0.0401189021833154	11.195999018164
219261	chr7	16413801	16414000	*	2.4188849918325e-13	1.66917463585807e-11	23.220529391717
219264	chr7	16416801	16417000	*	0.00165756009974786	0.0202638454586667	10.1752464403067
219268	chr7	16428601	16428800	*	0.000799887645989269	0.0110445881890494	12.3405791289003
219269	chr7	16428801	16429000	*	4.63609948283994e-05	0.000932912980818876	11.9422922789207
219411	chr7	16537001	16537200	*	8.35527055005535e-15	6.5802668783816e-13	36.9167675137824
219516	chr7	16610601	16610800	*	0.000574945900902159	0.0083554760971628	13.8157894736842
219608	chr7	16664801	16665000	*	0.000241930623955814	0.00398179760369427	11.6801242236025
219671	chr7	16715801	16716000	*	0.00102935710375438	0.0136655647080754	10.1991517610179
219715	chr7	16781001	16781200	*	2.48363580013409e-10	1.24140660601919e-08	15.9170473110392
219929	chr7	16896801	16897000	*	0.000654785882241073	0.00932133947482942	12.5065731814198
219987	chr7	16970601	16970800	*	5.27406968097822e-08	1.9127992184931e-06	12.5903946906334
220012	chr7	17002601	17002800	*	1.29477300673569e-05	0.000299228612340364	12.225613020666
220018	chr7	17010601	17010800	*	8.2663512029534e-06	0.000199288035866737	11.258865248227
220282	chr7	17234801	17235000	*	0.00348091728265902	0.0369599252592648	14.2722651101488
220394	chr7	17315601	17315800	*	3.26181844777607e-17	3.08972372989334e-15	28.0374879172912
220505	chr7	17395601	17395800	*	6.98131053891237e-11	3.71891259244591e-09	19.0632629613672
220549	chr7	17416801	17417000	*	2.25480186498025e-06	6.10060598210325e-05	15.9210420460612
220783	chr7	17586801	17587000	*	0.00437008606840726	0.044204733863335	12.2673100826205
220796	chr7	17608601	17608800	*	5.82760800244032e-14	4.24521006403997e-12	19.9483694620553
220937	chr7	17745801	17746000	*	0.00305147606286244	0.0332620962182842	12.8867403314917
220965	chr7	17771801	17772000	*	6.28304297045058e-05	0.00122201995370396	16.577492420189
221142	chr7	17885401	17885600	*	0.000637303520460354	0.00911299465826382	11.2005959408557
221143	chr7	17887201	17887400	*	9.29197679014051e-18	9.16142122590127e-16	25.8694210177201
221260	chr7	17998801	17999000	*	9.73969041162381e-06	0.000231340287271859	10.2406874400367
221349	chr7	18158601	18158800	*	0.00278284934102241	0.0308912032276361	10.9058980259174
221402	chr7	18212001	18212200	*	1.7868390472351e-06	4.9339969043398e-05	18.0345374664389
221483	chr7	18254801	18255000	*	5.72884960224177e-11	3.08557964125885e-09	12.1818541758119
221484	chr7	18255401	18255600	*	4.26813831025784e-12	2.60105327898322e-10	15.0019145560965
221565	chr7	18333001	18333200	*	6.40093464243877e-07	1.91750987040678e-05	11.6239020115352
221580	chr7	18355001	18355200	*	0.000612473296814313	0.00881447033005702	16.9483341380975
221582	chr7	18356001	18356200	*	1.06852012547166e-06	3.08295366532486e-05	20.535390199637
221640	chr7	18441201	18441400	*	1.95816454305539e-10	9.92258106652298e-09	18.9159944914421
221675	chr7	18482201	18482400	*	0.000748063699089608	0.0104314904395957	10.6476092406877
221723	chr7	18529601	18529800	*	7.29043600954432e-07	2.16332824119795e-05	11.4745155512132
221783	chr7	18571601	18571800	*	5.02313001416594e-07	1.53564275512453e-05	14.4065698250248
222112	chr7	18862001	18862200	*	2.41764308191349e-13	1.66867381779259e-11	16.5895061728395
222438	chr7	19248001	19248200	*	0.00292395081146858	0.0321484323496357	10.6614764198499
222469	chr7	19287001	19287200	*	1.94198251859859e-07	6.39597736969701e-06	10.1974380068163
222554	chr7	19386001	19386200	*	2.94904932508518e-07	9.40707129533907e-06	20.0978615440377
222679	chr7	19542001	19542200	*	6.17159918965638e-05	0.0012030353518772	17.0411454087961
222774	chr7	19647401	19647600	*	1.15084980801494e-08	4.59221870044892e-07	22.2744970798183
222848	chr7	19770001	19770200	*	3.16212421177922e-10	1.5607515594681e-08	19.2295015585125
223180	chr7	20165601	20165800	*	7.50157319286247e-14	5.41945311448481e-12	23.5578969114761
223266	chr7	20274201	20274400	*	4.11208349978279e-10	2.00151664257319e-08	22.341980270369
223272	chr7	20280201	20280400	*	1.63001715925579e-05	0.000367561523578339	10.3714647123007
223306	chr7	20313001	20313200	*	2.53865150659119e-05	0.000545660514226445	14.3335016409997
223352	chr7	20342801	20343000	*	0.000336620147169459	0.00530035553461023	12.1595149253731
223369	chr7	20359001	20359200	*	0.0015726221255751	0.0194141419775378	10.0661687023891
223370	chr7	20360601	20360800	*	0.00180489130414952	0.0217378282549987	11.5085995085995
223397	chr7	20389801	20390000	*	4.83576693097353e-06	0.000122617181263356	14.2146863844977
223398	chr7	20390801	20391000	*	0.00170515917513037	0.0207328532755384	12.9127593066212
223415	chr7	20402001	20402200	*	0.00107782859044709	0.0142017573660204	10.6208063833646
223554	chr7	20560401	20560600	*	0.00144864131949342	0.018123033710349	10.5243728644769
223579	chr7	20600201	20600400	*	3.80894370210564e-20	4.45837948250858e-18	20.3622166175067
223585	chr7	20606401	20606600	*	5.21508833816538e-05	0.00103607262008003	10.8313831752679
223695	chr7	20768601	20768800	*	0.000207818745155414	0.00349237563606183	11.122555929018
223799	chr7	20857001	20857200	*	0.000112133506937881	0.00203874568533408	14.5680079133173
224104	chr7	21140601	21140800	*	0.00100838276705227	0.0134312367281682	12.9676158570631
224130	chr7	21181201	21181400	*	0.000105361397016358	0.00193043867491003	15.8862686295892
224153	chr7	21208801	21209000	*	1.19785131672645e-06	3.42705143932612e-05	10.6282271944923
224197	chr7	21241401	21241600	*	0.00494036248923651	0.0486234797035914	10.4912983212691
224446	chr7	21604001	21604200	*	3.01071733335093e-05	0.000635258781051347	15.8289308654175
224482	chr7	21660401	21660600	*	0.000581515109539837	0.00843729017573253	11.79696287964
224651	chr7	21826601	21826800	*	5.33995512904231e-05	0.00105769484144414	20.794161306284
224660	chr7	21829201	21829400	*	1.13877336573694e-05	0.000266471722060522	16.1164844407065
224760	chr7	21962601	21962800	*	1.03822891681654e-13	7.40784323231489e-12	11.2530525030525
224873	chr7	22163001	22163200	*	0.000220413053971323	0.00367501781838028	10.3729071537291
224929	chr7	22212401	22212600	*	0.000124735024857287	0.0022388378043382	10.8745338626248
224931	chr7	22213001	22213200	*	1.84454647052567e-08	7.15279785469649e-07	21.3833462829181
224966	chr7	22240601	22240800	*	0.0001007261398003	0.00185571260101806	10.7651043103991
225079	chr7	22467401	22467600	*	1.23870240266963e-06	3.5336069728463e-05	17.6892204374906
225218	chr7	22601601	22601800	*	2.44929598756058e-07	7.92950105710418e-06	14.9729144095341
225390	chr7	22915601	22915800	*	0.00107882201752568	0.0142113717970344	11.1938293871599
225455	chr7	23075801	23076000	*	0.00253071006550312	0.0286200219686113	11.2413816355085
225471	chr7	23096601	23096800	*	2.25923715941852e-07	7.36211377838463e-06	13.2855093256815
225475	chr7	23098401	23098600	*	1.44953033863542e-08	5.70447779317754e-07	11.8221186968931
225498	chr7	23130601	23130800	*	1.14701451434659e-09	5.27859979986614e-08	14.8081110149262
225661	chr7	23321401	23321600	*	0.00283086008344886	0.0313230520370465	10.1516008016856
225681	chr7	23351001	23351200	*	1.40620426169647e-05	0.000321947766038966	18.0121527777778
225733	chr7	23410801	23411000	*	0.00159953642161324	0.019684014716849	10.6748273697426
225846	chr7	23533601	23533800	*	3.88650318982891e-09	1.66354937629507e-07	14.0170418347845
225889	chr7	23633601	23633800	*	0.000875452867857598	0.0119154501214897	10.7961821916153
226061	chr7	23841201	23841400	*	1.56554595276778e-06	4.37147930349457e-05	17.0104879951461
226111	chr7	23929801	23930000	*	1.5868138674925e-08	6.20981767300677e-07	14.3401604895087
226203	chr7	24065601	24065800	*	0.0011633882604664	0.0151214228933221	10.3001694504963
226255	chr7	24133601	24133800	*	1.3747077250346e-15	1.15078516779987e-13	28.8351555929352
226267	chr7	24138001	24138200	*	4.85829533844145e-07	1.49060675243443e-05	18.2198586289677
226324	chr7	24238201	24238400	*	2.41787755546551e-32	5.47780392351822e-30	46.5328820116054
226326	chr7	24246401	24246600	*	0.000287315372946709	0.00462515644784794	10.6838207724035
226464	chr7	24429401	24429600	*	1.19728855990818e-06	3.42574455585744e-05	17.7400095810781
226672	chr7	24714401	24714600	*	1.9798419476364e-05	0.000437653895928052	12.8834766765801
226720	chr7	24796601	24796800	*	0.000783605925516215	0.0108522199884591	11.7813755205638
226773	chr7	24870401	24870600	*	4.71336981702187e-08	1.72297483553448e-06	30.8201732042792
226781	chr7	24875201	24875400	*	9.05141397640679e-41	3.13639632686154e-38	40.3757888697648
226858	chr7	24946201	24946400	*	4.25888660616837e-05	0.000866281461154126	13.9546571364753
226919	chr7	24990601	24990800	*	2.81650633887097e-06	7.48197593153217e-05	13.3495837609762
226944	chr7	25045201	25045400	*	0.00128220077837201	0.016376027881937	10.0996327406276
226967	chr7	25082201	25082400	*	0.0013307635637623	0.016903441653182	16.1742424242424
227030	chr7	25195001	25195200	*	0.00331952776337347	0.0355734460477287	13.6774783005939
227158	chr7	25342201	25342400	*	1.00217109651821e-08	4.03731824242139e-07	12.9497691295444
227195	chr7	25400801	25401000	*	1.08349650755035e-06	3.12254159410747e-05	18.3699207498658
227204	chr7	25422601	25422800	*	0.000558798827315861	0.0081608176409162	12.2209533477139
227212	chr7	25455401	25455600	*	0.00022477320192711	0.00373650646831658	14.7597500538677
227409	chr7	25730401	25730600	*	1.82951292868937e-12	1.15521195307726e-10	18.2679063360882
227480	chr7	25855401	25855600	*	0.000244604047106845	0.00401922700636664	11.0244360902256
227775	chr7	26199401	26199600	*	2.99770042582236e-09	1.30032903621034e-07	21.8680063589079
228131	chr7	26679001	26679200	*	0.00199159709401117	0.0235625110892771	11.7248641792116
228255	chr7	26894001	26894200	*	2.5061596854991e-06	6.73110911972978e-05	12.5052844312921
228644	chr7	27223601	27223800	*	8.97069099448235e-09	3.63702107717048e-07	15.5712889842861
228743	chr7	27354801	27355000	*	0.000237954699030943	0.00392555299660151	12.08730634586
228779	chr7	27419601	27419800	*	0.000353452661821034	0.00552824054792402	12.0650183150183
228781	chr7	27423001	27423200	*	0.000338378992171384	0.00532364211973319	12.2176996196565
228942	chr7	27747801	27748000	*	0.000364316659132183	0.00567236492011135	12.5290222719064
228969	chr7	27791601	27791800	*	0.00222764407532967	0.0258004708710662	13.1818628575173
228982	chr7	27808401	27808600	*	1.15705434553092e-06	3.32002699891838e-05	19.2299465240642
229095	chr7	27925001	27925200	*	0.00117967482684963	0.0152998950022753	11.9001610305958
229098	chr7	27927801	27928000	*	0.000450230156412782	0.00679883263728265	10.7428214731585
229101	chr7	27929201	27929400	*	0.000205231911385714	0.00345447063695923	12.2678212851406
229282	chr7	28214001	28214200	*	5.55657318797464e-05	0.00109616829281356	10.9377559377559
229614	chr7	28753001	28753200	*	0.000257310341726772	0.00419943478811829	10.8318154219794
229715	chr7	28901601	28901800	*	0.00206093804110925	0.0242335037334832	16.8735224586288
229716	chr7	28901801	28902000	*	0.000641406195302678	0.00916355392773139	12.9426129426129
229728	chr7	28923201	28923400	*	0.000585287044251408	0.0084828808107808	12.9911280101394
229748	chr7	28956401	28956600	*	0.00250268860164408	0.0283725997831051	10.4730315392883
229772	chr7	29031401	29031600	*	0.00188909305134366	0.0225603173118399	12.2933131928897
229955	chr7	29237201	29237400	*	1.8966068885532e-05	0.000420952574548214	12.2868933881428
229961	chr7	29262801	29263000	*	5.39434634055967e-05	0.00106768324483087	13.352537071133
230227	chr8	20201	20400	*	5.32492603404684e-05	0.00105510585968783	11.0444777611194
